,Target,Text
759,Clothing & Accessories,Verticals Stylish and Trendy Dori Style Cargo Jogger Pants for Men (plaindori-2) Cargo Joggers are just the perfect combination of trendy and comfort! Style yours with any shirt or t-shirt and we guarantee you will be rolling in compliments real quick! Grab yours now!
760,Household,"Home Pictures 100% Cotton Double BedSheet for Double Bed with 2 Pillow Covers Set, Candy Queen Size Bedsheet Series, 144 TC, 3D Printed Pattern Double Bedsheet Dimension - 220x225 cms , Pillow Dimension - 42x67 cms (16x26inch)"
761,Clothing & Accessories,NEW LOOKS Men's Linen Kurta Pyjama NEW LOOKS grey cotton and linen frock print pathani suit is ideal for all ceremonial occasions. Team this outfit with embroidered mojris.
762,Books,KVS-Primary Teachers (Music) Exam Guide (Old Edition) 
763,Household,"VIREO- Dopian Silk Table Runner 13"" X 70"" 1 Pc Color Name:Gold   VIREO- Dopian Silk Table Runner 13""X 70 "" 1 Pc"
764,Books,Everyone Has a Story 
765,Household,"DM COOL COTTON - Oven Glove & Pot Holder Set (Assorted) The best way to protect your hands.These cotton oven mitts allow you to handle cookware safely Comfort Premium gloves 100 percent cotton fabric and 300 GSM Quilt makes the oven mitts soft, and they're cushioned for added comfort A perfect fit for him or her.Oven mitts measure 33 x 16 cm in size to fit everyone Keep them wit in easy reach Loops on the bottoms of the gloves allow them to be hung on a hook in between uses East to clean When the oven mitts get dirty, you can machine wash them for simple care"
766,Electronics,"Zoook Rocker Armor XL (30W) Bluetooth Speaker with Twin Bass Radiators and 4400 mah Battery (Black) Product Description Specifications Total Power Output RMS Frequency Response: 40HZ - 20KHZ Signal-to-Noise Ratio: Greater than 80 dB Control: POWER/MODE, VOL+/VOL- , NEXT/PREVIOUS , PLAY/PAUSE Sound System: Stereo Power On/Off Indicator: Yes Driver Unit:  Transducer: 2 x 50 mm, 1 x 45 mm Battery:  Capacity: 4400 mAh Battery Type: Lithium-ion Polymer Battery Charge Time: 5 to 7 hours at 5 V, 1 A Playing Time: Music playing time: up to 8 hours  Connectivity:  Connectivity: Bluetooth Support: A2DP V1.3, AVRCP V1.5, HFP V1.6, HSP V1.2 Bluetooth Version: Bluetooth CSR Ver4.0+EDR Chip Note: Not compatible with the devices having bluetooth version lower than 4.0 Additional Features:  Features: A high-performance speaker that rivals much larger speaker systems. 30 Watts of Output Power Physical Specifications:  Dimensions Weight: 650 g Warranty:  Period: 1 Year Manufacturer Warranty Please contact_us on: [ 01133516516 ] From the Manufacturer     Audio Quality Do not underestimate this small package of audio system because it is packed with twin bass radiators that are designed to deliver outstanding beats and bass lines with serious depth and impact.     Clear Voice Delivery Zoook Rocker Armor XL has been designed in such a way that you will get to hear only clear sound and no other distortion. It dedicatedly cuts off the background noise, saturation and distortion, offering audio with utmost clarity..     Multipoint/Multiple Device Support/DJ Play Good news! The speaker system can connect with up to 2 audio sources simultaneously, giving the user more scope of entertainment. So, now you can connect two devices and hear outstanding audio. Since, the speaker can easily connect with the last connected device; switching devices will not be a problem anymore. To switch the playback device, pause/stop the playback on the currently streaming device and start the playback from the other device directly. After connecting with the new device, Zoook can be controlled from your Bluetooth speaker itself.      Guaranteed Quality Zoook offers a challenge where it claims to deliver best audio quality, compared with any possible brand up to 3 times the price of Zoook Rocker Armour XL. If you get any better audio quality, Zoook is ready to take back the speaker within 7 days.     Bluetooth Cut the cable clutter and enjoy audio without any mess with Bluetooth connectivity. Zoook Rocker Armour XL is a Bluetooth enabled device that can easily connect with external devices to play your favourite music. You can connect devices like smartphones, tablets, computers and MP3 players.     In the Box  Zoook Rocker Armor Bluetooth Speaker User Manual Warranty Card AUX Cable USB Charging Cable 1 x Strap 1 Year Warranty    Comparison Chart           CompareZoook Rocker Armor XLSkull Candy Air RaidJBL FLIP3Wattage30 W10 W16 WBluetooth VersionLATEST CSR Ver 4.0+EDRVer 3.0+HSVer 4.1No. Of Speakers322Battery Capacity4400 Mah-3000 MahSpeaker Size2x 50mm + 1x 45mm2x 50 mm2x 40mmHandsfree CallingYesNoYesShockproofYesYesNoSplashproofYesYesYesAux-InYesYesYesIPX 5 RatedYes--Multipoint ConnectionYes--Warranty1 Year1 Year1 Year"
767,Household,"FROST FIZZ Plastic Auto Defroster for Single Door Refrigerator (White, Standard) Frost Fizz is an auto defroster which makes your single door refrigerator ""Frost Free"". It is an easy to use external device. Frost Fizz automatically switches off your refrigerator for 2 hours every day. Thus it prevents the excess frost formation; saves you from the efforts of manual defrosting, cleaning and makes your refrigerator run efficiently. Regular defrosting helps you save energy and keeps your fruits, vegetables fresh. Frost fizz is compatible with all the makes (old or new) of refrigerators. It is easy to use, zero maintenance device. So why frost fizz- 1. Saves time and efforts-Frost Fizz saves considerable amount time and cumbersome efforts required for manual defrosting that was followed by cleaning of the refrigerator. It improves your overall kitchen efficiency. Hence It is very helpful for working women, house wives and senior citizens. Now they can spend their valuable time for other more productive activities. 2. Refrigerator Efficiency-Frost accumulated in the freezer compartment does not allow cooling in the lower part of the refrigerator. It increases load on compressor and it runs for longer amount of time. Frost Fizz does not let frost accumulate hence reducing compressor running time and electricity consumption. It improves your refrigerators efficiency and operational life. 3. Frost Fizz keep vegetables and fruits fresher as absence of frost improves the cool air flow. 4. Easy to use. No wiring or complex installation required. Also Frost Fizz is maintenance free. 5. New innovation; A made in India product from a reputed American MNC. So quality and performance guaranteed."
768,Books,"The Lonely Planet Kids Travel Book: Mind-Blowing Stuff on Every Country in the World Review ""Fuel children's wanderlust with this geographical treasure trove"" * The School Run * ""Even I found this Lonely Planet Kids Book educational and inspiring, and it's perfect for exposing your kids to facts and fun info about the countries around the world"" * yTravel Blog *"
769,Clothing & Accessories,"Fabme Women's detachable transparent straps (Pack of 1, 2,3 pair) Replacement straps for Transparent straps Bra. Pack of 1 pair to 6 pairs. Choose best option"
770,Household,"Artvarko Brass Ganesha Wall Hanging Puja Idol Oil Lamp Three Diyas and Bells 9.5 inch Lord Ganesha is one of the most important figures in the Hindu religion. As the remover of obstacles, he is often called upon to help people overcome seemingly insurmountable odds and deal with problems that arise in daily life. Whether you're a practicing Hindu or simply want to enhance your decor with exotic Indian artwork, the Artvarko Handmade Brass Lord Ganesha Wall Hanging Puja Idol is a stunning addition to the look of every room and a celebration of the greatness of Ganesha. Designed to be mounted to a wall, the Artvarko Handmade Brass Lord Ganesha Wall Hanging Puja Idol shows Ganesha in all of his glory. The highly detailed face of the elephant-headed god is lifelike and simply breathtaking to behold."
771,Clothing & Accessories,"Voberry Voberry Unisex-Baby Toddler Children Winter Warm Boot Fur Lined Outdoor Snow Boots Package content: 1 pair boots  Size:21 Inside Length:13CM Inches:5.1"" Age:1-2Age UK:4-4.5 US:5-5.5  Size:22 Inside Length:13.5CM Inches:5.3"" Age:2-3Age UK:5-5.5 US:6-6.5  Size:23 Inside Length:14CM Inches:5.5"" Age:3-4Age UK:6-6.5 US:7-7.5  Size:24 Inside Length:14.5CM Inches:5.7"" Age:4-5Age UK:7-7.5 US:8-8.5  Size:25 Inside Length:15CM Inches:5.9"" Age:5~6Age UK:8-8.5 US:9-9.5"
772,Electronics,"TP-Link Archer C20 AC750 Wireless Dual Band Router (Blue, Not a Modem) Style name:AC750-Archer C20   TP-Link's Archer C20 comes with the next generation Wi-Fi standard - 802.11AC, backward compatible with 802.11N and 3 times faster than wireless N speeds with higher power efficiency and robust security, 802.11AC is the perfect way to accelerate a home multimedia network and solve congestion that multiple devices may cause. 733mbps dual band connections for lag-free work with 433mbps wireless speeds over the crystal clear 5GHz band and 300mbps over the 2.4GHz band, Archer C20 offers you the flexibility of two dedicated networks and ensures amazing wireless performance. Simple tasks such as sending e-mails or web browsing can be handled by the 2.4GHz band while bandwidth intensive tasks like online gaming or HD video streaming can be processed by the 5GHz band - all at the same time. Stable omni-directional signal and superior coverage with 3 fixed external antennas combined with higher quality antenna technology, you can experience excellent wireless performance with stable signal in every direction and high speed across greater distances. This provides you with incredible wireless coverage and reliability from anywhere in your large home or office. Contact_us on: [ 1800 2094 168 ]"
773,Books,"The Dhoni Touch: Unravelling the Enigma That Is Mahendra Singh Dhoni Review Unravelling the enigma clearly ticks on, depicts the way dhoni was before becoming stardom of our Indian Cricket. The man who has been such a down to earth person even reaching highest scales on his life is must learn attire for all of us. Will review once I complete this intriguing realistic man's tale. --By Amazon Customer on 29 July 2018Wonderful book about MS Dhoni and how he's changed Indian cricket, with perhaps the best decoding of his hair! This is a great book to understand how Dhoni has brought his own vision and ideas to Indian cricket. If you want to become a leader like MS Dhoni, read this book now. --By Amish Raj Mulmi on 20 July 2018 				    	 					 About the Author Bharat Sundaresan lives for West Indian cricket and pro wrestling, and is a raconteur of all things and metal music. He has covered cricket for the Indian Express for the last ten years-seven of which he spent tracking down the Jamaican cricketer, Patrick Patterson."
774,Books,"The Art of Photography: A Personal Approach to Artistic Expression About the Author Bruce Barnbaum, of Granite Falls, WA, began photography as a hobbyist in the 1960s, and after four and a half decades, it is still his hobby. Photography has also been his lifes work for the past 45 years.Bruces educational background includes Bachelors and Masters degrees in mathematics from UCLA. After working for several years as a mathematical analyst and computer programmer for missile guidance systems, he abruptly left the field and turned to photography.Bruce is recognized as one of the finest darkroom printers on this planet for his exceptional black-and-white work. He understands light to an extent rarely found and combines this understanding with mastery of composition, applying his knowledge to an extraordinarily wide range of subject matter.Bruce has authored several books that have become classics. The first edition of The Art of Photography: An Approach to Personal Expression was released in 2010 by Rocky Nook. After having sold over 100,000 copies, it is now in its revised second edition. This book became an instant bestseller and is sure to remain a classic for years to come.The Essence of Photography, released in 2015, is now in its second printing. This non-technical book delves deeply into the heart of turning photography from an instrument of recording images to one of making artistic personal statements; progressing from the scene you encountered, to how you feel about the scene you encountered, and then onto how to express that feeling to others.Bruces two Tone Poems books are a collaboration of photography and accompanying music. On musical CDs packaged with each book, pianist Judith Cohenperforming solos as well as with other musicians in duets and triosmatches the mood of the imagery found in each book with carefully chosen classical music. Book 1 contains 90 black-and-white images; Book 2 delivers another 91 images. These books, which were magnificently printed in Italy, come in large 12?x12? format.Bruces Plateaus and Canyons is an all-color book that displays the wonders of the Colorado Plateau of Northern Arizona and Southern Utah with its varied plateaus, canyons, and unique slit canyons.Bruce has been an active environmental advocate for more than four decades, both independently and through his involvement and leadership with organizations such as the Sierra Club, the National Audubon Society, the Mountain Loop Conservancy, Futurewise, and the North Cascades Conservation Council."
775,Books,The Individual and Society 
776,Household,"ORPIO (LABLE) 120PCS Multifunction Black Self Adhesive Furniture Leg Table Chair Sofa Feet Floor Non-Slip Mat Sticky Pad Protector, (120 Pieces) This anti-skid felt material foam protection pads are great for protecting floor and household surface from scratch caused by furniture, and also use to fill uneven legs of furniture and appliances.   Easy to install. Make sure to clean and dry the chair feet, then stick the self-adhesive felt pad.  It can be used for many different purposes such as in Sound,Appliance,Home furniture,Mechanical,Household products,etc.  Protect hardwood, ceramic tile, linoleum floors & all hard surfaces from marring and scratches  Long-lasting round pads with extra-strength, self-stick adhesive  Can be used on tables, cedar chests, chairs, curio cabinets, desks, and a variety of other furniture items  Easy to use, just peel off and stick on a clean and dry surface"
777,Books,Microeconomics Theory 
778,Clothing & Accessories,"Wonder Care Elastic Abdominal Belt Binder Maternity Tummy Waist Trimmer for Weight Loss (Large) Size:L (36-39"")   Abdominal support is a compression belt to support the abdomen and compress the abdominal muscles, its used as a post operative aid, by mothers after delivery and for waist line reduction, pleasant aesthetics, flexible sizing, thin construction double panel of elastic, two loops for extra compression."
779,Books,International English Olympiad  Workbook (IEO) - Class 1 
780,Clothing & Accessories,"BESTOYARD Unisex Soft Coral Velvet Mittens Half Finger Winter Gloves (Pink) DescriptionMost people might find it is a hard time to get through winter because of the cold weather. What's worse it that hands is one of the most vulnerable part which could get hurt easily. Therefore, the thick and stylish gloves are specially prepared for you. Made of premium material, it is soft and skin-friendly, which can effectively keep you warm in cold winter. The popular and unique style make you even more fashion in winter. Feature- Color: Pink.- Material: Coral fleece.- Size: About 15 x 2 x 1cm/5.9 x 0.8 x 0.4inch.- Made of premium material, the gloves are soft, comfortable and skin-friendly.- Easy to wear and remove.- Thick design can keep your hand warm in cold weather. The stylish and popular half-finger design make you even more fashion in winter.- Perfect for texting, using a tablet or computer.- An awesome Christmas gift, birthday gift, New Year gift, or anniversary gift, etc. Package Including1 x Half Finger Gloves Winter Warm Fingerless Gloves Soft Coral Velvet Mittens Short Gloves Hand Warmer Costume Christmas Gift for boys Girls (Pink)"
781,Clothing & Accessories,Mira Creation Women's Banglori Satin Skirt(MR11_Multicolour_Free Size) Shop from a wide range of ethnic bottom wear from Mira Creation on Amazon. Pair these with a gorgeous kurta to complete the look.
782,Household,"Parijat Handicraft Ceramic Vintage Colour Multi Designed Cupboard Cabinet Door Knobs Drawer Pulls and Chrome Hardware (KNOBS-PHI-0008) - Set of 10 Our unique knobs collection can be used for updating the furniture or refurbishing a kitchen cabinet. This knobs are mostly hand painted. We offer pantone color variations, prints & transfers and bespoke paint patterns. We have showcased a small selection of the knobs that have been done in the past. These ceramic are knobs are glazed & baked to specific temperatures to experience truer colors. They are produced in various shapes & sizing with vibrant color patterns.So, buy knobs online today and give a perfect look to your furniture."
783,Electronics,"Mobipro Riitek H9+- Mini Wireless Keyboard and Mouse Combo with Backlight Innovative design Wireless Mini Keyboard with Mouse keys on top for easy handling and Backlight  Quickview This is a wonderful combo, 2. 4GHz Mini Wireless QWERTY keyboard, TouchPad combo, increased Backlit LED with Micro USB interface adapter for the lectuer, manager, presenter and others, from within a 15' radius make a presentation and operate PC wirelessly. Change slides and screen options, write on the screen, emphasize words and objects just by using this wireless mini keyboard and mouse with touchpad. Perfect for PC, Pad, Andriod TV Box, Google TV Box.   Key & Unique Features  73 keys, 2. 4GHz wireless Keyboard with Touchpad.  Touchpad DPI adjustable functions.  Built-in high sensitive multi- touchpad.  Mini QWERTY keyboard with multimedia control keys and PC gaming keys.  Auto sleep and wake mode.  The Ergonomically handheld design is easy to carry and operate.  Backlight function Build-in rechargable Li-ion battery that has longer standby time.   Specifications -Operating range: 15 meters(MAX), without signal disturbance and no direction limit.  -Operational voltage: 3. 7V.  -Charge Voltage: 4. 4V ~ 5. 25V.  -Modulation: GFSK.  -Layout: US.  -TX Power: less than +4dBm.  -Frequency tolerance: +30ppm.  -Power consumption: 55mA(on), 1mA(sleep).  -Battery Type: Built-in lithium-ion battery.  -Notice: After 3 minutes without any operating will into sleep mode, Press any key about 1s to wake up.   Package including 1 * Wireless keyboard.  1 * Wireless receiver.  1 * Charging cable.  1 * User manual."
784,Clothing & Accessories,Adidas Men's Synthetic Track Jacket Adidas classic stand collar. Long sleeves with banded cuffs. Iconic three-stripes detail runs down sleeves.
785,Household,Jewellery Box Jewelery Case Chest Storage Decorative Handmade Wooden by Craft Art India {Size(Inch):1.77x2.5x4 /106 GR/CHD335} Protect and preserve your valuables with this handcrafted wooden jewelry box. You always want to keep your best valuables precious jewelry safely. This wooden jewelry box is ideal for organizing your jewellery collection. This classical wooden jewelry storage case has been built from real wood and polished gold hardware. A stylish way to keep your jewelry organized. This wooden jewelry bo has a curved traditional design rich brown finish.
786,Household,"Sammsara Decorative Metal Sphere Set.Decorative Orbs for Bowls and Vases.Orbs Decorative Balls Set.7""x7"" Inches & 5""x5"" Inches Color:Silver   Decorative Orb with a rough & raw aluminium look adds a touch of rustic beauty to your books or table. Stack them up as a collection with similar products for best results."
787,Household,Homesazz Curtain Tie-Back(Set of 6) Get creative with the craft of decorating your home
788,Household,"Amazon Brand - Solimo XXXL Bean Bag Cover (Maroon with Pink Piping) Size:XXXL   Solimo bean bag covers are made from leatherette fabric which is double-stitched with superior seam and tear strength. They are built to be durable, comfortable and are a great addition to the contemporary home. The covers come with a 1-year limited warranty against manufacturing defects."
789,Household,"INDISWAN Glossy Stainless Steel Bathroom Towel / Napkin Holder This round towel holder is made up of stainless steel and bracket is made up of white metal. Both holder and bracket are chrome finished giving premium look. towel holder in a Chrome finish will look fresh and modern for years to come. Easy to install, these accessories come with template and hardware and are sure be quick but lasting additions to your space."
790,Books,"The Power Of Your Subconscious Mind From the Publisher ""I have seen miracles happen to men and women in all walks of life all over the world."" -- Dr. Joseph Murphy. At last, a great new scientific discovery brings the incredible force of your subconscious mind under your control. Here are the simple, scientifically proven techniques and the astonishing facts about how your subconscious powers can perform miracles of healing. How lung cancer has been cured and optic nerves made whole again. How you can use the newly discovered Law of Attraction to increase your money-getting powers. How your subconscious mind can win you friends, peace of mind, and even help you to attract the ideal mate. How your dreams can help you solve problems and make difficult decisions -- or warn you of potential disaster. Prosperity, happiness and perfect health are yours when you use The Power Of Your Subconscious Mind. 				    	 					 From the Inside Flap ""I have seen miracles happen to men and women in all walks of life all over the world."" -- Dr. Joseph Murphy. At last, a great new scientific discovery brings the incredible force of your subconscious mind under your control. Here are the simple, scientifically proven techniques and the astonishing facts about how your subconscious powers can perform miracles of healing. How lung cancer has been cured and optic nerves made whole again. How you can use the newly discovered Law of Attraction to increase your money-getting powers. How your subconscious mind can win you friends, peace of mind, and even help you to attract the ideal mate. How your dreams can help you solve problems and make difficult decisions -- or warn you of potential disaster. Prosperity, happiness and perfect health are yours when you use The Power Of Your Subconscious Mind."
791,Electronics,"Zoook Rocker Studio One 130 watts Wireless Bluetooth SoundBar with Subwoofer, HDMi Arc, Fiber Optic Cable (Black) Elegant new age design smooth contours, rounded edges give this beauty a timeless look. Added to the beauty is a bit of tech that makes the design contribute to the output. Feel the power of 130w it’s a monster when it comes to output. As you turn up the volume you will notice the bass getting stronger and the treble sharper. All this power is balanced perfectly surround sound the surround sound feature adds depth and spaciousness to your listening experience 4 eq audio modes: 3d/news/music/movie modes make different and wonderful hearing experience, 3d mode fills the room with surround sound, news mode provides crisp and clear dialog in TV shows, music and movie modes give louder sound and high power bass in movies. DSP designed with DSP technology for amazing clarity and precision, lets you enjoy fantastic home theater experience, support multi sound modes. Multiple connectivity options aux, USB, Bluetooth , optical and HDMI (arc). Just choose a device and you will be pouring out great volumes of music in seconds. Easy to use and operate: Via the in-unit buttons or included high-sensitivity full-function IR remote, you can change sound input modes and the treble and bass settings at the click of a button. Bass and treble controls total control over how you like your music. Add more bass or take the high frequencies even higher. You now have control to fine tune your output multiple input options digital optical in, subwoofer out, aux in, HDMI 1.4 output (arc) and USB connectivity."
792,Books,Practice Test Plus of Pearson Test of English Academic - Vol. 2 
793,Books,"TOP NIOS Social Science Guide Class 10 (T-213) This book provides you with complete solution to your NIOS studies and acts like a true guide in giving a good direction to your success, please do not confuse this with your textbooks."
794,Books,UP Police Constable : Practice Test Papers and Previous Papers (Solved) (Old Edition)
795,Books,Macroeconomics: Theories and Policies (Pearson Series in Economics (Hardcover)) 
796,Books,Netter's Head and Neck Anatomy for Dentistry (Netter Basic Science) Review Your easy-access guide to clinically relevant anatomy for dentistry.
797,Household,"NOVAHOME - Cozy 280 GSM Cotton Set of 6 Face Towels.(26 X 26cm.) - Rumba Red Color Name:Rumba Red   This Nova Home Face towel is ultra soft, absorbent and rich towel for your essential bath collection. Made of 100 percent cotton with viscose border for decoration, they make a perfect wrap when you step out of the shower. Pre-washed fabric ensures the colours do not fade and makes sure finish and texture of the fabric is not lost after washing. Azo Free Dyes used, safe for the skin and environment. Quick Drying, Shrink Resistant and Easy Washing qualities of these towels ensures greater longevity."
798,Household,"Urban Platter Stainless Steel Tea and Coffee French Press, 650 ml , Black Size:650ML   Urban Platter 100% Stainless Steel Best Quality Tea & Coffee French Press, 650ml"
799,Household,"Unigear 150 W Hot Glue Gun with 5 Glue Stick Size:Crown 150 Watt Premium Gun with 5 Glue Stick   Hot melt easy to use multi purpose glue gun for almost all bonding jobs of any office and house. Trigger-feed for even glue flow perfect for home repairs, hobbies and crafts lower temperature for delicate materials and safety two finger trigger for better control. Examples of usage, repair holes in window screens reattach the float for a tank after its mount corroded away repair broken tail light covers on cars reattach trim on cars reattach the side view mirror on a car re-attach the heel of a shoe repair the cracked housing of an electric appliance make an impromptu model for your kids school project reattach plastic kitchen cabinet drawers to wooden face plates repair of toys, furniture, tv, radio or any plastic product body cracks, etc. Re-attaching book binding or covers without stitching. Repair umbrellas whose spines have separated from the material other features, glue sticks absolutely free with this product plug in gun. Load the glue sticks into the back of the gun. Press trigger several times until the glue stick is firmly set into the inlet tube allow the glue gun to warm up for approximately 5 minutes squeeze trigger until glue flows from nozzle."
800,Household,"Symphony Ice Cube 27 Ltrs Air Cooler (White/Blue) High efficiency honeycomb cooling pad on three sides. Apart from having this first in the personal cooling category, Ice Cube XL functions with the lowest levels of noise. Bring home this compact, yet mobile power house for a breezy, relaxing experience."
801,Clothing & Accessories,"VIMAL Winter King Thermal Fullsleeves Mens Top and Bottom Set This Winter Fight with Harsh Winters By Wearing Winter King Thermal By Vimal.This Garments Makes You Feel Wrapped Up Nicely With Soft Handfeel And Hence, Keeping The Winter Chill Out. This Is A Must Have Addition To Your Winter Wardrobe."
802,Books,"The Netter Collection of Medical Illustrations - Cardiovascular System: Volume 8 (Netter Green Book Collection) Review ""This book has been completed with utter mastery. The quality and fastidiousness of the artwork can be compared to none other than the original atlas. The improvements come at an opportune time, given the many advances in the field, and warrant replacing the original.""-Bruce Wilson, MD, MSPH(Ochsner Clinic Foundation) Doody Review: 5 stars"
803,Books,"Complete Review of AIIMS – 25 (PG Dental Entrance Examination) • ONE STOP BOOK for AIIMS covering memory based AIIMS Dental as well as Medical Exams with relevant and authentic explanations. • The most authentic AIIMS Book till date with all the CONTROVERSIAL QUESTIONS solved with authentic references. • Covering 16 Years memory based AIIMS Dental Exam Questions with detailed explanation (May 2001-Nov 2016) and 11 Years memory based AIIMS Medical MCQs (2006-2016). • Contains 2016 and 2015 AIIMS SRship Memory Based Qs. • First PGDEE Book to contain almost 500 IMAGE BASED QUESTIONS as per the recent trends in AIIMS and NEET. • More than 80 Contributors from all subject specialists. • First PGDEE Book to give DIRECT ACCESS TO AUTHORS, for any doubts in any question, students can directly contact the authors on WhatsApp (9041007118,9626860054) or Facebook group (https://www.facebook.com /groups/dentacme/). You can also get the latest updates on Facebook Page: https://www.facebook.com/ dentacmeaiimsmcq. • Most trusted and authentic AIIMS PGDEE Book by All India Rankers and Recommended by AIIMS Toppers. • The Explanations given in the Book are Useful not only for AIIMS but also for NEET, PGI and various other Competitive Examinations."
804,Household,"AO Smith HSE-VAS 15-Litre Storage Water Heater (White) HSE-VAS has a high energy rating and it helps save money. It has a Blue Diamond coated tank and convenient temperature settings, along with longer warranties."
805,Clothing & Accessories,Rupa Thermocot Women's Plain/Solid Synthetic Thermal Bottom
806,Books,"The Power of Your Subconscious Mind (DELUXE EDITION) About the Author Joseph Murphy was born in Ireland, the son of a private boy's school headmaster and raised a Roman Catholic. He studied for the priesthood and joined the Jesuits. In his twenties, an experience with healing prayer led him to leave the Jesuits and move to the United States, where he became a pharmacist in New York (having a degree in chemistry by that time). Here he attended the Church of the Healing Christ (part of the Church of Divine Science), where Emmet Fox had become minister in 1931.In the mid 1940s, he moved to Los Angeles, where he met Religious Science founder Ernest Holmes and was ordained into Religious Science by Holmes in 1946, thereafter teaching at the Institute of Religious Science. A meeting with Divine Science Association president Erwin Gregg led to him being preordained into Divine Science and he became the minister of the Los Angeles Divine Science Church in 1949, which he built into one of the largest New Thought congregations in the country. In the next decade, Murphy married, earned a PhD in psychology from the University of Southern California and started writing. After his first wife died in 1976, he remarried to a fellow Divine Science minister who was his longstanding secretary. He died in 1981."
807,Clothing & Accessories,"SWEETNIGHT Women's Cotton Heart and Dot Print Feeding Night Suit Super Soft, comfortable and durable Feeding Night Suit  Womens babyfeeding time will take a meaning with Sweet Night nursing Top and pyjama set. Print top and pajama with regular fit with elastic waist help the bottoms to loosely hug the hips, while the adjustable drawstring allows you to pull the bottoms as tightly as you like - ensuring a perfect, custom fit every time.    Smart design and Print:  This cotton pyjama set features a 2 side Horizontal zip or runner that is easy to get open and close. The opening also makes this pajama set perfect for nursing your infant because you can easily open and close it to suit your needs, which makes breastfeeding not awkward.    Right Choice for Homewear Nightwear Sleepwear. Maternity clothes for women.    Easy Access Openings for nursing easily and modestly.   Fit for: Sleep in, nursing, hospital and at home with visitors.   Versatile enough to be worn night and day, these fashionable and functional feeding night suits are essential for moms. You will feel both beautiful and comfortable in this nursing pajama set.   The Unique Print on top makes it more beautiful style and luxurious fabric make the pyjama set Ultra Soft for Feeding & Nursing Pajamas Sleepwear Set a must-have for baby shower gifts and theyre the ideal nursing pjs to wear when family and friends come to meet the infant.     Made in India for Indians  Our Maternity Night dress is crafted in India and we are really proud to trade ""Made in India"" products.We believe being Indian and buying Indian products will make India grow."
808,Clothing & Accessories,DENIMHOLIC Men's Casual Cardigan DENIMHOLIC MENS 100%Cotton Solid / Plain Full Sleeve Shawl Collar Slim Fit Black Cardigan
809,Electronics,"LG 24 inch Borderless Monitor - Full HD, IPS Panel with VGA, HDMI, Audio in/Out Ports and in-Built Speakers - 24MP88HV (Silver/White) Full HD IPS display with narrow borders and inbuilt speaker, color calibrated and sRGB 99 percent."
810,Household,Vega Large General Cutting Scissor (Color May Vary) Vega had its humble beginning at the turn of the century. Today it is the largest beauty accessory company of its type in India marketing the products under the brand name Vega. The main objective of the company is to provide a wide range of innovative and affordable beauty accessories tools from head to toe to the Indian consumer.
811,Household,"EMBROS Masterpiece Towel Ring - Napkin Holder Bathroom Towel Holder - Brass Towel/Napkin Ring QUBIX “EMBROS” Towel Ring, Napkin Ring, Bathroom Towel Holder, Napkin Holder - You now have a place to hang not just your towel or napkin, but also your clothes or any other soft accessories that you might to hang while go in for a bath. No more do you have to worry to have your towel rod get corroded or catch rust due to being in a prolonged exposure to water and moisture, because this bathroom towel holder is completely resistant to moisture and temperature changes, making it rust-proof. This durable access should definitely be a part of your bathroom!"
812,Electronics,"IKALL K16 Dual SIM Mobile Phone with 1000mAH Battery and 1.8-inch screen (Dark Blue) Colour:Blue   Mobiles, Batteries, Charger and user manual, 1000 mAh Lithium-Ion Battery Capacity, MP3 and MP4 Player Supported, 0.3 Mp Camera, Bluetooth, GPRS, Headphone: 3.5MM Standard Audio Jack, MS Mode: 2G GSM."
813,Clothing & Accessories,"Svanik Off White & Grey Traditional Printed Blended Ethnic Jacket. Svanik Waistcoat is a classic wardrobe essential. With a banded collar, welt pockets and fabric covered buttons, the waist coat is fully lined inside. It falls just below waist length and is best paired with a classic Kurta or shirt depending on the occassion"
814,Household,"Chef's Garage 2 Slot Kitchen Knife Sharpener with Diamond Coated Wheel - for Straight and Serrated Knives (Black) If you want to restore the sharpness of old knives then “Chef’s Garage” is the perfect choice. It has two wheels (sharpening section) – both of which help to sharpen your dull knife. First Wheel is diamond coated coarse sharpening section. This wheel provides a double edge finish which will last much longer than the current one. It is actually titled slightly at an angle so that when the knife is pulled, the edges will be sharpened each side of the knife. And the second wheel is known as ceramic system which is designed to sharpen the knife. Apart from that, it also repairs small nicks and imperfections present on the edge of the knife. This is section is also suitable for sharpening serrated knives.Key Features:Very easy to use.Non-slip base for added stability and control.Its ergonomic design provides utmost comfort and easy grip.Small in size 20 x 7 x 7 cms.Weights less - 250 gramsHow Does It Work ?Insert the blade in the first slot a diamond coated wheel (Also known as coarse slot black in color) to shape the angle of your knife's blade.Pull the knife straight back towards approximately 10 times.The second ceramic honing wheel (Also known fine slot white in color) polishes your knife revealing a smooth, clean blade from spine to the edge of knife.Pull the knife straight back towards approximately 10 times.If blade is still dull repeat these steps until blade is sharp."
815,Household,"ANDREW JAMES Commercial Stainless Steel Double Deep Fat Fryer, 6+6 Ltrs, Silver andrew james double twin tank deep fat fryer 6+6 Liters. Food Grade Commercial fryer made up of stainless steel, even elements are made up of stainless steel which gives good life to fryer, reliablility, stability, durability, Its Easy to clean and use full day. If you want to operate one at a time it can be done, both of the tanks have seprate power plugs."
